dept_code,base_2026,field,name,city_display,b25,delta,source_type,data_completeness,note
614,11256,1ο,ΑΝΩΤΕΡΗ ΣΧΟΛΗ ΤΟΥΡΙΣΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΡΗΤΗΣ (ΑΣΤΕΚ),Αστεκ,11706.0,-450.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
112,11225,1ο,ΙΣΤΟΡΙΑΣ ΚΑΙ ΑΡΧΑΙΟΛΟΓΙΑΣ (ΘΕΣΣΑΛΟΝΙΚΗ),Θεσσαλονίκη,12425.0,-1200.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
1010,11185,1ο,ΦΙΛΟΣΟΦΙΑΣ (ΑΘΗΝΑ),Αθήνα,11365.0,-180.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
109,11160,1ο,ΦΙΛΟΛΟΓΙΑΣ (ΑΘΗΝΑ),Αθήνα,11304.0,-144.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
168,11125,1ο,ΘΕΑΤΡΟΥ (ΘΕΣΣΑΛΟΝΙΚΗ),Θεσσαλονίκη,11425.0,-300.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
668,11110,1ο,"ΑΡΧΕΙΟΝΟΜΙΑΣ, ΒΙΒΛΙΟΘΗΚΟΝΟΜΙΑΣ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ ΠΛΗΡΟΦΟΡΗΣΗΣ (ΑΙΓΑΛΕΩ)",Αιγάλεω,10730.0,380.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
188,11060,1ο,ΤΟΥΡΚΙΚΩΝ ΣΠΟΥΔΩΝ ΚΑΙ ΣΥΓΧΡΟΝΩΝ ΑΣΙΑΤΙΚΩΝ ΣΠΟΥΔΩΝ (ΑΘΗΝΑ),Αθήνα,11250.0,-190.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
613,10992,1ο,ΑΝΩΤΕΡΗ ΣΧΟΛΗ ΤΟΥΡΙΣΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΡΟΔΟΥ (ΑΣΤΕΡ),Αστερ,11312.0,-320.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
407,10980,1ο,ΜΟΥΣΙΚΩΝ ΣΠΟΥΔΩΝ (ΚΕΡΚΥΡΑ),Κέρκυρα,13440.0,-2460.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
1551,10950,1ο,ΕΠΙΚΟΙΝΩΝΙΑΣ ΚΑΙ ΨΗΦΙΑΚΩΝ ΜΕΣΩΝ (ΚΑΣΤΟΡΙΑ),Καστοριά,11020.0,-70.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
143,10950,1ο,ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ (ΡΟΔΟΣ),Ρόδος,11875.0,-925.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
1302,10920,1ο,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ (ΚΟΜΟΤΗΝΗ),Κομοτηνή,10820.0,100.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
146,10875,1ο,ΘΕΑΤΡΙΚΩΝ ΣΠΟΥΔΩΝ (ΑΘΗΝΑ),Αθήνα,10550.0,325.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
1241,10756,1ο,ΑΓΩΓΗΣ ΚΑΙ ΦΡΟΝΤΙΔΑΣ ΣΤΗΝ ΠΡΩΙΜΗ ΠΑΙΔΙΚΗ ΗΛΙΚΙΑ (ΙΩΑΝΝΙΝΑ),Ιωάννινα,10914.0,-158.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
373,10735,1ο,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ (ΚΟΜΟΤΗΝΗ),Κομοτηνή,10660.0,75.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
341,10675,1ο,ΠΑΙΔΑΓΩΓΙΚΟ ΝΗΠΙΑΓΩΓΩΝ (ΦΛΩΡΙΝΑ),Φλώρινα,10975.0,-300.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
173,10674,1ο,ΙΣΤΟΡΙΑΣ ΚΑΙ ΦΙΛΟΣΟΦΙΑΣ ΤΗΣ ΕΠΙΣΤΗΜΗΣ (ΑΘΗΝΑ),Αθήνα,10810.0,-136.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
1011,10640,1ο,ΨΗΦΙΑΚΩΝ ΤΕΧΝΩΝ ΚΑΙ ΚΙΝΗΜΑΤΟΓΡΑΦΟΥ (ΨΑΧΝΑ ΕΥΒΟΙΑΣ),Ψαχνα Ευβοιας,10520.0,120.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
160,10400,1ο,ΕΠΙΣΤΗΜΩΝ ΤΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΣΤΗΝ ΠΡΟΣΧΟΛΙΚΗ ΗΛΙΚΙΑ (ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ),Αλεξανδρούπολη,10750.0,-350.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
192,10345,1ο,ΡΩΣΙΚΗΣ ΓΛΩΣΣΑΣ ΚΑΙ ΦΙΛΟΛΟΓΙΑΣ ΚΑΙ ΣΛΑΒΙΚΩΝ ΣΠΟΥΔΩΝ (ΑΘΗΝΑ) - ΡΩΣΙΚΗΣ ΓΛΩΣΣΑΣ ΚΑΙ ΦΙΛΟΛΟΓΙΑΣ,Αθήνα,10225.0,120.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
187,10320,1ο,ΚΟΙΝΩΝΙΚΗΣ ΚΑΙ ΕΚΠΑΙΔΕΥΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ (ΚΟΡΙΝΘΟΣ),Κόρινθος,10540.0,-220.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
149,10280,1ο,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ (ΡΕΘΥΜΝΟ),Ρέθυμνο,10250.0,30.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
384,10065,1ο,ΘΕΩΡΙΑΣ ΚΑΙ ΙΣΤΟΡΙΑΣ ΤΗΣ ΤΕΧΝΗΣ (ΑΘΗΝΑ),Αθήνα,10210.0,-145.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
162,9850,1ο,ΕΠΙΣΤΗΜΩΝ ΤΗΣ ΠΡΟΣΧΟΛΙΚΗΣ ΑΓΩΓΗΣ ΚΑΙ ΕΚΠΑΙΔΕΥΤΙΚΟΥ ΣΧΕΔΙΑΣΜΟΥ (ΡΟΔΟΣ),Ρόδος,10150.0,-300.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
175,9790,1ο,ΦΙΛΟΛΟΓΙΑΣ (ΠΑΤΡΑ),Πάτρα,10060.0,-270.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
177,9675,1ο,"ΙΣΤΟΡΙΑΣ, ΑΡΧΑΙΟΛΟΓΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΝΘΡΩΠΟΛΟΓΙΑΣ (ΒΟΛΟΣ)",Βόλος,9775.0,-100.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
367,9675,1ο,ΤΕΧΝΩΝ ΗΧΟΥ ΚΑΙ ΕΙΚΟΝΑΣ (ΚΕΡΚΥΡΑ),Κέρκυρα,9410.0,265.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
169,9645,1ο,ΘΕΑΤΡΙΚΩΝ ΣΠΟΥΔΩΝ (ΠΑΤΡΑ),Πάτρα,9040.0,605.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
1609,9625,1ο,"ΒΙΒΛΙΟΘΗΚΟΝΟΜΙΑΣ, ΑΡΧΕΙΟΝΟΜΙΑΣ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ ΠΛΗΡΟΦΟΡΗΣΗΣ (ΘΕΣΣΑΛΟΝΙΚΗ)",Θεσσαλονίκη,9300.0,325.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
113,9362,1ο,ΦΙΛΟΛΟΓΙΑΣ (ΙΩΑΝΝΙΝΑ),Ιωάννινα,9451.0,-89.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
102,9240,1ο,ΦΙΛΟΣΟΦΙΑΣ (ΠΑΤΡΑ),Πάτρα,9360.0,-120.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
1435,9240,1ο,ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΔΗΜΙΟΥΡΓΙΚΩΝ ΜΕΣΩΝ ΚΑΙ ΒΙΟΜΗΧΑΝΙΩΝ (ΒΟΛΟΣ),Βόλος,9410.0,-170.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
1284,9185,1ο,ΙΣΤΟΡΙΑΣ - ΑΡΧΑΙΟΛΟΓΙΑΣ (ΠΑΤΡΑ),Πάτρα,8760.0,425.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
780,9175,1ο,ΘΕΟΛΟΓΙΑΣ (ΘΕΣΣΑΛΟΝΙΚΗ) - ΜΟΥΣΟΥΛΜΑΝΙΚΩΝ ΣΠΟΥΔΩΝ,Θεσσαλονίκη,9125.0,50.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
114,9070,1ο,ΙΣΤΟΡΙΑΣ ΚΑΙ ΑΡΧΑΙΟΛΟΓΙΑΣ (ΙΩΑΝΝΙΝΑ),Ιωάννινα,9433.0,-363.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
1423,9060,1ο,ΓΛΩΣΣΙΚΩΝ ΚΑΙ ΔΙΑΠΟΛΙΤΙΣΜΙΚΩΝ ΣΠΟΥΔΩΝ (ΒΟΛΟΣ),Βόλος,9410.0,-350.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
115,9052,1ο,ΦΙΛΟΛΟΓΙΑΣ (ΡΕΘΥΜΝΟ),Ρέθυμνο,9134.0,-82.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
122,9040,1ο,ΦΙΛΟΣΟΦΙΑΣ (ΙΩΑΝΝΙΝΑ),Ιωάννινα,9180.0,-140.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
362,9025,1ο,ΘΕΑΤΡΙΚΩΝ ΣΠΟΥΔΩΝ (ΝΑΥΠΛΙΟ),Ναύπλιο,9075.0,-50.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
1517,9025,1ο,ΠΑΡΑΣΤΑΤΙΚΩΝ ΚΑΙ ΨΗΦΙΑΚΩΝ ΤΕΧΝΩΝ (ΝΑΥΠΛΙΟ),Ναύπλιο,9200.0,-175.0,MIRROR_UNOFFICIAL,BASE_ONLY,"ΜΟΝΟ ΒΑΣΗ. Θέσεις/εισαχθέντες/κενές 2026 ΔΕΝ διαθέσιμα: το data.gov.gr δεν έχει dataset βάσεων 2026 (έλεγχος 7.144 datasets, 05/08/2026). Πηγή: aeitei.gr, mirror υπουργικών αρχείων — ΑΝΕΠΙΣΗΜΟ. Επαληθεύτηκε σε 13/13 τμήματα 1ου πεδίου έναντι ανεξάρτητης άντλησης."
